customer_id,recency,frequency,monetary,average_purchase_value,customer_tenure,weekend_sales_ratio,active_months
12346,0.2911906845306612,0.6213317746684339,-4.007055781113455,-4.846235121942882,1.0742139145884295,-0.5504109241884347,0.9557312372362405
12347,-1.8322812832493784,-0.507178753633856,0.47181123775069866,1.0631822464471592,-1.5773780693339807,1.2688220504683354,-0.30019409863697566
12348,0.36462625936339227,-1.047215103011849,-0.6376886711824533,0.0731282000593251,-1.292980190932208,-0.5504109241884347,-1.0348633238284306
12349,-0.03507691664500519,0.1731865836314416,0.9035213443862675,1.0633023538442345,1.1913189233421007,-0.5504109241884347,0.625379662743221
12351,-1.008879684023,-1.047215103011849,-0.4493378072875264,0.3481253438199845,-1.8199527303237282,-0.5504109241884347,-1.0348633238284306
12352,-1.008879684023,-0.507178753633856,-0.3666163174610295,-0.15899593141408594,-1.6777537911228417,-0.5504109241884347,-1.0348633238284306
12353,-0.018233681193668413,-1.047215103011849,-0.4155417222281159,0.3974685040765514,-1.5439194954043605,-0.5504109241884347,-1.0348633238284306
12355,1.1145922837570392,-1.047215103011849,-0.14865758725624273,0.7871262593669226,-0.2139411817019528,-0.5504109241884347,-1.0348633238284306
12356,-0.7478264516498248,-0.12401686600995104,1.0881455081342675,1.594033227413559,-1.4100851996858792,-0.5504109241884347,-0.30019409863697566
12357,-0.4587753398629861,-0.507178753633856,1.8492016576677028,3.0735966262285603,-1.711212365052462,-0.5504109241884347,-1.0348633238284306
12358,-1.008879684023,-0.12401686600995104,0.920240611212399,1.3490456305793583,1.1578603494124802,-0.5504109241884347,0.22106201204478582
12359,0.22195757990742868,0.9560558327460351,0.8602588714235808,0.37115077629222415,1.1829542798596955,1.4902792400139406,0.9557312372362405
12360,-0.7932641470688929,0.6213317746684339,0.5705864111306093,0.21026782716934758,0.5221474447496942,-0.5504109241884347,0.625379662743221
12361,0.5727091456272658,-0.12401686600995104,-0.4085639466787117,-0.5860855749277125,0.7479928187746313,0.7259848869069083,0.22106201204478582
12362,1.5708877991468317,-1.047215103011849,-0.9695804360806596,-0.41144238006610684,1.2164128537893157,-0.5504109241884347,-1.0348633238284306
12366,1.3246764861229532,-1.047215103011849,-0.13352180094931554,0.8092248997283421,0.33812528813678244,-0.5504109241884347,-1.0348633238284306
12368,1.3106668738385154,-1.047215103011849,0.2439663363669413,1.3603673655436965,0.29630207072475706,2.7689953255262023,-1.0348633238284306
12369,0.060733228227256915,-0.12401686600995104,0.6602933755808519,0.9698619048950671,0.4050424359960231,-0.5504109241884347,0.22106201204478582
12370,1.2992675296112308,-0.12401686600995104,0.138486459435791,0.20933830675908024,0.6308878100209602,-0.5504109241884347,-0.30019409863697566
12371,-0.0017606568809444413,-0.12401686600995104,0.7824737590891767,1.1480678438910095,0.4385010099256434,-0.5504109241884347,-0.30019409863697566
12373,1.2992675296112308,-0.507178753633856,0.12912239389230423,0.5633508224396089,0.6727110274329856,-0.5504109241884347,-0.30019409863697566
12374,0.17197289924871656,-0.12401686600995104,0.8012944575283852,1.175521745819212,-0.03828366857144615,-0.5504109241884347,-0.30019409863697566
12376,-0.42937971206388065,-0.507178753633856,-0.1299150994595038,0.185762128910265,-1.4686377040627148,-0.5504109241884347,-0.30019409863697566
12377,-0.7049866528868648,-0.507178753633856,0.6627395222959627,1.3417613120841996,-0.029919025089041068,-0.5504109241884347,-0.30019409863697566
12378,1.095993502231461,-1.047215103011849,0.5102956909018982,1.7492151270150251,-0.25576439911397825,-0.5504109241884347,-1.0348633238284306
12379,0.184785047730126,-0.507178753633856,0.13312966127483805,0.5691939137114718,-0.48997441662132046,-0.5504109241884347,-0.30019409863697566
12380,-0.7049866528868648,1.2233278313408285,1.3201962756709869,0.8386942767877069,0.5806999491265298,-0.5504109241884347,0.9557312372362405
12382,1.4496686977628472,-1.047215103011849,-4.007055781113455,-4.846235121942882,0.7479928187746313,-0.5504109241884347,-1.0348633238284306
12385,-0.7932641470688929,-0.507178753633856,0.7046531843483159,1.4029234693102113,-1.7864941563941077,-0.5504109241884347,-1.0348633238284306
12386,-2.0478968202034857,-1.047215103011849,-0.5427314160382086,0.2117682540735547,-1.8952345216653739,-0.5504109241884347,-1.0348633238284306
12387,0.09012885602636232,-1.047215103011849,-0.9065763763119878,-0.31945481959823446,-1.485366991027525,-0.5504109241884347,-1.0348633238284306
12388,0.4315043190485297,-0.507178753633856,0.368213141401706,0.9120504965533432,-0.08847152946587662,-0.5504109241884347,-0.30019409863697566
12389,-0.1254866809277453,-0.12401686600995104,0.521529563338015,0.7675160761358031,0.5221474447496942,-0.5504109241884347,0.22106201204478582
12391,0.5876994940165337,0.6213317746684339,0.8049681721328655,0.5515548384845288,0.5806999491265298,-0.5504109241884347,0.625379662743221
12392,1.1979550558372232,-1.047215103011849,-0.6034940528182047,0.12305322927182685,-0.01318973812423091,-0.5504109241884347,-1.0348633238284306
12393,-0.6644636795696415,-0.12401686600995104,0.15398042493127376,0.23190243206920763,-1.376626625756259,-0.5504109241884347,-0.30019409863697566
12395,-1.312772715159136,0.1731865836314416,0.7439362362622151,0.8306044285988434,0.07882134018222496,-0.5504109241884347,0.625379662743221
12396,1.4306329460442226,-1.047215103011849,0.2532088934381765,1.373861738455373,0.6810756709153907,-0.5504109241884347,-1.0348633238284306
12399,-0.5545854847352478,-0.12401686600995104,0.19894025121069267,0.29738603885472514,0.4301363664432383,-0.5504109241884347,0.22106201204478582
12400,0.07557514757655362,-1.047215103011849,-0.6867847331005537,0.0014466769795803151,-1.49373163450993,-0.5504109241884347,-1.0348633238284306
12402,-0.3475356688415261,0.6213317746684339,0.3088610091940704,-0.17033406959243824,0.6476170969857704,1.378998710626865,0.9557312372362405
12403,0.9230782587007054,-1.047215103011849,-0.02913915109561107,0.9616262743456151,-0.5987147818925865,-0.5504109241884347,-1.0348633238284306
12404,1.4496686977628472,-1.047215103011849,-1.4135455662662924,-1.0596429787025259,0.7479928187746313,-0.5504109241884347,-1.0348633238284306
12406,-0.4587753398629861,0.1731865836314416,0.9366188695717048,1.1115723389986463,0.8734624710107075,-0.5504109241884347,0.22106201204478582
12408,-0.7932641470688929,0.4160194833680419,0.5231520363752628,0.30646430874569197,-0.7911015819879034,-0.5504109241884347,0.22106201204478582
12409,0.15893791965673723,0.6213317746684339,1.8468014987214045,2.0710265690479006,-0.23067046866676297,1.595362968166434,0.625379662743221
